ADM0_A3,barley_area,cassava_area,groundnut_area,maize_area,millet_area,oilpalm_area,potato_area,rapeseed_area,rice_area,rye_area,sorghum_area,soybean_area,sugarbeet_area,sugarcane_area,sunflower_area,wheat_area
ERI,0.10804671743244208,3.4756911964680317e-06,0.005787726439741839,0.059167209791208764,0.16331768293857166,0.0,0.012637834608171531,0.0,1.0838055320713642e-05,0.0,0.5796542145258996,1.4864583541611823e-05,0.0,8.719139569338618e-05,1.1188351509166816e-05,0.07126105618670314
AUT,0.2571619254535944,0.0,0.0,0.201284911810597,0.0017011788511129293,0.0,0.025372875338289688,0.05959849165757427,0.0,0.057620758457601284,1.1124387246340892e-05,0.01811140656423237,0.05141176852066911,0.0,0.024156920150906976,0.30356863880817564
IRQ,0.20794397359940928,0.0,6.479071069991525e-05,0.21084609533907647,7.20191547301808e-06,0.0,0.07169778325192314,0.0,0.21057916466784193,0.0,2.2953241630763865e-05,1.9210490221953472e-05,0.0001631445847699682,0.0,0.0012625178050772526,0.2973931643938763
ITA,0.07047064470737972,0.0,0.0,0.25907763550926677,0.0,0.0,0.01732060763065504,0.007567192922261627,0.054741556133994264,0.001202966508133643,0.0072648371301898326,0.05957259261859681,0.05457857977025887,0.0,0.03923616739279988,0.42896721967646356
CHE,0.20999377520912918,0.0,0.0,0.09865677626755164,0.0,0.0,0.06545920647241439,0.06797955576836408,1.0120126317769947e-05,0.015813211742854928,3.017707998103744e-05,0.008486225067495596,0.08359453305483178,0.0,0.01502727726229939,0.43494914194876017
IRN,0.17997275561066203,0.0,0.00012948269406657257,0.020979652715881765,0.0013269850644108913,0.0,0.01965793346147707,0.0,0.06271121681483287,4.4051158586825197e-07,0.0,0.009536793946109885,0.021816668537658544,0.004108518851352409,0.009612080415043637,0.6701474713769184
NLD,0.10165449088804576,0.0,0.0,0.04269739325091836,0.0,0.0,0.347346270159954,0.0021399047823215324,0.0,0.008510818954832826,0.0,0.0,0.23537689872493087,0.0,0.0,0.2622742232389967
LIE,,,,,,,,,,,,,,,,
CIV,0.0,0.15526662683896664,0.0745693865136908,0.37673786845926815,0.04362494608976077,0.06891559681136195,1.4908636644982818e-06,0.0,0.24082773187852197,0.0,0.029695361306911926,0.0012413910366506223,0.0,0.009119600201202692,0.0,0.0
SRB,0.04924080386971794,0.0,0.0,0.5005939399313106,1.6260222027978146e-05,0.0,0.04154683449902397,0.0014235896323925982,5.321914185402783e-07,0.0025934422274451357,0.0008057534045838102,0.04041830929074991,0.021712693265891928,0.0,0.06584012965963186,0.27580771180580577
MLI,6.734478293355444e-07,0.0007937820599691733,0.08075932625689604,0.08157643661560184,0.43274489211433115,0.00027620923393983487,7.950444254064469e-07,0.0,0.14139894101625491,0.0,0.26006873068019515,1.541136293572809e-06,0.0,0.001838773534457804,0.0,0.0005398988598057992
SEN,7.271190842113529e-07,0.008113776029712982,0.40522817697689206,0.04676382229891561,0.38811596658383263,0.003644229593370383,0.00023855742695672648,0.0,0.04421117754726107,0.0,0.09921283017797293,0.0,0.0,0.004469974188343412,0.0,7.620576580150339e-07
NGA,0.0,0.11452364586285324,0.09134144343611733,0.15040931859151452,0.19308392085467863,0.10479107883212872,0.004134578779489956,0.0,0.08628445994370362,0.0,0.23201514131292145,0.02172489385329364,0.0,0.0003010139875584895,0.0,0.0013905045457404262
BEN,0.0,0.16224608673378144,0.1132568479718806,0.4690445405376189,0.04047671480434655,0.01948389067125596,9.808383107267293e-06,0.0,0.02175715277144708,0.0,0.16952697511210887,0.0026510665468013135,0.0,0.0015469164676520022,0.0,0.0
AGO,0.0,0.34252289647580636,0.040276692038339744,0.44073275305542703,0.13375201886157298,0.013614553510674544,0.009911946131961159,0.0,0.0028882654664450893,0.0,1.44555186635504e-05,0.0,0.0,0.005577902900669209,0.009120069629831895,0.001588446410608414
HRV,0.05533951931943505,0.0,0.0,0.47134604482298526,6.132983935514386e-05,0.0,0.07806332594592003,0.014077641209783045,0.0,0.00326183203694023,0.0001504017123173104,0.04910295428092198,0.030883533346674586,0.0,0.033285574862135694,0.2644278426235317
SVN,0.10625323850054488,0.0,0.0,0.41613161906967466,0.0025218616132101804,0.0,0.07763468464154111,0.00015321309917501176,0.0,0.007876525808684283,2.4887266905566822e-05,0.0010193977943545108,0.06266983250689644,0.0,0.0004455566325101083,0.3252691830665032
QAT,,,,,,,,,,,,,,,,
SAU,0.06193035181528333,0.0,0.0016208296435471586,0.008330385524971005,0.011722257499746988,0.0,0.02550050815229572,0.0,0.0,0.0,0.1594157000094147,0.0,0.0,0.0,0.0,0.7314799673547411
BWA,0.00013206708359360305,0.0,0.02208580316060244,0.38565999534835294,0.054034838183300106,0.0,5.055830057386663e-05,0.0,0.0,5.329525940010666e-05,0.49466532024707843,0.00025200398086644736,0.0,0.0,0.04038996669045991,0.0026761517457721436
ZWE,0.003161446655982509,0.020927331100691893,0.1068052438673492,0.5970958455669496,0.09290597860651029,0.0,0.0010483735751249503,0.0,0.00011280378130073147,0.0,0.0826649542727995,0.03224286993661445,0.0,0.02282698049659857,0.01592257999728312,0.024285592142795145
BGR,0.1187812576730554,0.0,0.0041740237211267345,0.17296544929187693,0.0015456879579820013,0.0,0.019342181074184728,0.004264733086038154,0.0014973473685482913,0.007104185590653061,0.0017139392950887209,0.0019066592010339135,0.0010806358645951224,0.0,0.2096592753797523,0.4559646244960647
THA,0.0005618365431567032,0.07757162294973481,0.005655631617931697,0.08710884796401314,3.820285896055386e-05,0.016015498616389207,0.0005201931004648463,0.0,0.719187400746499,0.0,0.00613171630361567,0.014629085288432186,0.0,0.07050591049761687,0.0019806215319281488,9.343198125721865e-05
SMR,0.0693350989150572,0.0,0.0,0.15620631632250712,0.0,0.0,0.014557076679091428,0.0,0.016892998901275526,0.0,0.005640648516985831,0.07734627648974852,0.14137502637930285,0.0,0.012713516776849365,0.5059330410191821
HTI,0.0,0.12912090668599718,0.04540965159005599,0.4712020580269516,0.0,4.2286868232709145e-05,0.00135775344871317,0.0,0.09452599423254172,0.0,0.22822453345276164,0.0,0.0,0.03011681569474598,0.0,0.0
DOM,0.0,0.05382200447981533,0.009241999078691799,0.08054241455180282,0.0,0.028354958873105178,0.00769387913308846,0.0,0.37011748215718865,0.0,0.015581038519578538,0.0,0.0,0.4346462232067292,0.0,0.0
TCD,0.0,0.013209589014838522,0.15117186449614461,0.0631306775593364,0.42382742493054826,3.0313189267666643e-06,0.0025876725363457777,0.0,0.01845947775823509,0.0,0.32499564453848734,8.849982101348548e-06,0.0,0.0013791474791706878,7.694300745745179e-07,0.0012258509557906288
KWT,0.5243234247179821,0.0,0.0,0.011330543944279802,0.0,0.0,0.3673089466953964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0970370846423418
SLV,3.364250413597468e-06,0.0029698770043974382,0.0008802790557078866,0.6086043281144315,0.0,0.00024177193054148078,0.0014068554694132214,0.0,0.019126579151737575,0.0,0.2167356985681557,0.002278612359262389,0.0,0.14772900293233132,0.0,2.363116360786374e-05
GTM,0.0016688458565206176,0.006783858916304404,0.00182200782772255,0.6705200145012722,0.0,0.023537599937331507,0.011022782270264587,0.0,0.015928287298815246,0.0,0.04720777023663017,0.013143494420556364,0.0,0.20172999773951233,0.0,0.00663534099507008
TLS,0.0,0.12799783490985148,0.04810211435848561,0.6208161037091905,0.0,0.0,0.004164274602401763,0.0,0.18772915727054446,0.0,0.0,0.010967338662535435,0.0,0.00022317648699075825,0.0,0.0
BRN,0.0,0.18148433222632418,0.0,0.007007890517012546,0.0,0.26091164680664974,0.0,0.0,0.5448716564411012,0.0,0.0,0.0,0.0,0.005724474008912288,0.0,0.0
MCO,,,,,,,,,,,,,,,,
DZA,0.21679602155017655,0.0,0.0014898671819519587,0.00010665838687686174,2.384695918596831e-06,0.0,0.03505324510850004,0.007570159288341361,9.816663503048091e-05,1.040913887518696e-06,4.249998353000974e-05,0.0,7.654958173076802e-06,3.101018787732359e-06,3.67365883418879e-05,0.7387924636904839
MOZ,4.197781947285738e-06,0.23002922920421845,0.10392039533432273,0.40317277464941625,0.03997063809948327,0.0,0.0022004809048780574,0.0,0.03257490378012725,3.138937741871206e-06,0.16700940497840733,0.00011876285750262389,0.0,0.010603510700002516,0.00969732881318036,0.0006952339587719911
SWZ,0.0,0.0,0.04872816919381998,0.5741879497689436,4.709882146275637e-05,0.0,0.024492789510384184,0.0,0.00036508485439972074,5.5053995605578696e-05,0.008410279549708981,0.0002603201293442546,0.0,0.3404430447885395,0.0013115162286160354,0.0016986931591754793
BDI,9.527600702447095e-06,0.23997316677202118,0.03852702413458933,0.3756105260915169,0.030635584192867712,0.0033961996252719084,0.03361293397439003,0.0,0.0548303286526503,0.0,0.1765177158930419,0.0035258909465051298,0.0,0.00866938086114047,0.0003492221550282603,0.03434249910027444
RWA,3.592189247579052e-06,0.23278335047594004,0.02731302958611634,0.16949341209839017,0.008944521160818574,2.1101610322032283e-05,0.1585526866453329,0.0,0.008676709618997011,0.0,0.3204580929546149,0.05270835845199655,0.0,0.003174998837266036,0.00013166716704823616,0.017738479203909665
MMR,1.2422909919548674e-06,0.001095268878289014,0.06955938489499348,0.028291373718941908,0.03090732431780971,1.1786868591002473e-06,0.003338409486517024,2.398989918410483e-05,0.7795836021365126,5.032006506062032e-07,1.4826866373017044e-05,0.013105022044850416,0.0,0.016675668195889167,0.04592665383038604,0.011475551551751862
BGD,0.0005412775783713243,9.236043908121255e-08,0.0023923536177906453,0.000278066499711101,0.004268128796860739,0.0,0.017403922189460314,0.026706216006595968,0.86947400603257,0.0,6.217059046499341e-05,9.328039570197848e-07,0.0,0.014101017992932846,2.804860138850068e-06,0.06476901067070719
AND,,,,,,,,,,,,,,,,
AFG,0.047005934241256084,0.0,2.0888888360294282e-06,0.036363988681889454,0.010202116547279904,0.0,0.0888540399956243,9.390652314549305e-06,0.049216169585007366,0.0,1.6992822003091827e-06,1.5996729364113336e-05,6.240102966877038e-05,2.1566938727653956e-05,1.9295357522943285e-05,0.7682253120703085
MNE,0.048975816670472905,0.0,0.0,0.5020170295289358,1.503914015193491e-05,0.0,0.04287382479537615,0.0014297612696026285,0.0,0.002720353033745819,0.0007946129188658185,0.040141799605168775,0.021507494701826793,0.0,0.06462002246547106,0.2749042458703823
BIH,0.060174641473912084,0.0,0.0,0.5452101322800591,0.0,0.0,0.11793668574006713,0.002369149127883258,0.0,0.010379470819899568,7.0997450730708224e-06,0.009920260228813923,0.0007961248810437154,0.0,0.001160330631407601,0.25204610507184055
UGA,8.010264491179722e-07,0.16597149009018072,0.09065655419494609,0.26989715593474534,0.1705320406536185,0.0002479762335529298,0.029684463105963888,0.0,0.03429887274027852,0.0,0.12674197891138067,0.05114856321157177,0.0,0.05566680346823307,0.0023216271320102037,0.002831673297069205
USG,,,,,,,,,,,,,,,,
CUB,0.0,0.06670737530319272,0.00786779563869957,0.09065994299957816,0.0,0.0,0.009393930991136385,0.0,0.13424313900232704,0.0,0.0003912403673405359,0.0,0.0,0.6907365756977256,0.0,0.0
HND,0.0,0.004125537612293431,0.0005842112372676316,0.6821142419182357,0.0,0.06817442990635532,0.0026946813027914065,0.0,0.013184371288638653,0.0,0.12761072796393483,0.0028280221718216345,0.0,0.09508603557474257,0.0,0.0035977410239188402
ECU,0.038060512060859426,0.01828093415406387,0.01011049722119476,0.3847932787455293,0.0,0.09854640260793791,0.044926393313731675,0.0,0.2783641929357833,8.497053691853536e-05,0.003343030722674644,0.034593011288159455,0.00048013100197042986,0.06756944579946186,0.0,0.0208471996117148
COL,0.0027495722484368397,0.08744715673566372,0.001282444722286383,0.26182651082255876,0.0,0.06868217386852642,0.08462069556747401,0.0,0.2293322666482997,0.0,0.03649594528897781,0.014260789839912918,0.0,0.20358064246748128,1.1646998578067424e-06,0.009720637090524372
PRY,9.894602154136126e-05,0.11328273661774148,0.013882229291720151,0.16870004008219233,0.0,0.005903656391205267,0.00010744684084323253,0.0,0.01338162905612784,1.2846878282403222e-06,0.010743393041533314,0.5404481721530845,0.0,0.026238344018850637,0.021129011008577198,0.08608311078875444
PRT,0.03236215781734462,0.0,1.7292258590145302e-05,0.2668669721603236,0.0,0.0,0.1311516388969398,0.0,0.04365889091230303,0.07141254108923502,0.0,0.0,0.010283460243267959,8.303240853198096e-05,0.08482617067306783,0.359337843540396
MDA,0.08045580908416514,0.0,0.0,0.34838449857105724,0.0002233130484203551,0.0,0.044259860933345996,9.363944655722259e-05,1.7833610974039177e-05,0.0017284331888422614,0.0006329448647054694,0.00828452132114454,0.04638211447802777,0.0,0.18106012787068246,0.2884769035820775
TKM,0.07261933230414384,0.0,0.0,0.017063809405393926,5.372813251740037e-05,0.0,0.01830604804874265,0.0,0.04864657590454122,0.0,0.0,0.0,0.019949026455988048,0.0,0.0,0.8233614797486729
JOR,0.428933056297551,0.0,0.00023475928376688674,0.024445551139777248,0.0020556669187786446,0.0,0.11454174054038929,0.0,0.0,0.0,0.0030465145477791226,0.0,0.0,0.0,0.0006760827029333024,0.4260666285690245
NPL,0.008531992344388976,0.0,2.998259520595618e-05,0.22951929359404397,0.07251737199308975,0.0,0.03530765338357303,0.00036900942591814993,0.4422369720597719,1.3773890991903864e-06,7.840671657730099e-07,0.006071973950315555,0.0,0.016073420508766808,0.0,0.18934016868866094
LSO,0.0056370113882763485,0.0,0.0006569842930263369,0.6976363438241798,0.00011197400407917033,0.0,0.029818564674539083,0.0,7.3252356375195295e-06,0.0001308868456040079,0.15017999979234664,0.0006188919319231774,0.0,0.0,0.0031180334107006446,0.11208398459968724
CMR,0.0,0.09712904159910617,0.17281851931214182,0.2340734276862521,0.041209859491319854,0.026553328353106177,0.01640685983568354,0.0,0.013474545296601068,0.0,0.29428461782237014,0.006741121906196189,0.0,0.09711590457592295,0.0,0.00019277412129999953
GAB,0.0,0.5014701624278717,0.19503300527438902,0.19150671255673146,0.0,0.043899961474998875,0.0,0.0,0.004889976583566424,0.0,0.0,0.02308706140136535,0.0,0.040113120281077205,0.0,0.0
NER,0.0,0.0008901024854034453,0.026605510408990164,0.0009510421220827962,0.6698127918413348,1.6897509588909494e-06,0.0001266511711881459,0.0,0.002548383095546313,0.0,0.29802509927686055,7.907564751365753e-06,0.0,0.0006112497219141207,0.0,0.00041957256096935327
BFA,0.0,0.0002933744896741357,0.08718503944697736,0.08532358899450442,0.39388237920558367,3.82516044667458e-06,9.929098080442226e-05,0.0,0.013569819663704411,0.0,0.4173257229512842,0.0011787966239433733,0.0,0.0011381624830774045,0.0,0.0
TGO,0.0,0.11877045441022699,0.06416041980110093,0.4441168121552142,0.0933791213401082,0.014904368042794429,0.0,0.0,0.04118457347784559,0.0,0.22347233670202593,5.205088337740455e-06,0.0,6.708982346012354e-06,0.0,0.0
GHA,0.0,0.3075065981804998,0.09971815692806701,0.3163043984495458,0.06259780731763465,0.0497292441286022,0.0,0.0,0.05037625024616743,0.0,0.11126699053271452,1.759175048150546e-06,0.0,0.002498795041720412,0.0,0.0
GNB,0.0,0.015949333419861423,0.10707193823552832,0.12399803684126741,0.21328675614357243,0.04173659666901538,0.0,0.0,0.38375759100903745,0.0,0.11269102053936013,0.0,0.0,0.0015087271423574542,0.0,0.0
GIB,,,,,,,,,,,,,,,,
USA,0.022641985931222946,0.0,0.006137320165686295,0.31906325405851454,0.0018644037921606588,0.0,0.005872371166197769,0.0051785612547209404,0.014232699796781118,0.0014397787474707093,0.036138414163065534,0.32094510590701963,0.006164531080819683,0.0043406866399653115,0.012295816831173383,0.24368507046520152
CAN,0.19195061049744946,0.0,0.0,0.052746081864562824,0.0,0.0,0.007364941089380713,0.212791791895962,0.0,0.006512611390304551,0.0,0.04659965211144874,0.000655080603473898,0.0,0.003554113194464513,0.4778251173529533
MEX,0.025392565347763133,0.00012250607999707825,0.007439496891933993,0.6602624693818506,2.3023980980405185e-06,0.0008082645288770708,0.005911379277508656,0.000570386201810171,0.0068761151924521605,0.0,0.17021207319813103,0.007292252295407789,0.0,0.056944028759831435,9.532823908457495e-05,0.05807083220725428
BLZ,0.0,0.0020805647114538694,0.0019571248548416686,0.3015086961616771,0.0,3.861105337971871e-05,0.0014659652406469035,0.0,0.09969902242634253,0.0,0.05396313296123452,0.010966164172610806,0.0,0.5283207184178129,0.0,0.0
PAN,0.0,0.012501552784727117,0.0,0.2910235411154579,0.0,0.026300687239599795,0.004582348183243615,0.0,0.4851160866756681,0.0,0.008859849461647532,0.0006805842715553791,0.0,0.17093535026810056,0.0,0.0
VEN,0.0,0.0414776469606535,0.0006510394386935886,0.424820266969574,0.0,0.024219275116721128,0.018359657314244535,0.0,0.14152942151277662,0.0,0.21839751496806348,0.0016470468429259518,0.0007963117830243177,0.12308581653830203,0.003934629311095154,0.001081373243925731
PNG,0.0,0.11903026726097471,0.010460913981147938,0.013260283156505315,0.0,0.7594060883041297,0.001492208018837777,0.0,0.003942654016387159,0.0,0.011756875679473562,0.0,0.0,0.08065070958254379,0.0,0.0
EGY,0.01209372249291236,0.0,0.01588847951203032,0.27371781604369,0.0,0.0,0.027081515008883814,0.0,0.20915359692122695,0.004519091191562799,0.05311403396042072,0.0029506270147651665,0.017420095674933626,0.04339465056259601,0.005046108992450079,0.33562026262452815
YEM,0.06513477133550596,0.0,0.0,0.05423440696245609,0.15681871179478793,0.0,0.026264647734571624,0.0,0.0,0.0,0.5500105868921349,0.0,0.0,0.0,0.0,0.14753687528054346
MRT,0.0021692487463241413,0.0,0.012847480984869103,0.05550278181494923,0.0711515443402808,0.0,0.0018168109062912832,0.0,0.10437338327097705,0.0,0.749857000185807,0.0,0.0,0.0,0.0,0.002281749750501385
GNQ,0.0,0.8365302739710769,0.0,0.0,0.0,0.16346972602892304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMB,0.0,0.009973295465013134,0.4301433319258472,0.05797776652208311,0.36204011051384033,0.015134318196429594,0.0,0.0,0.05288251152381952,0.0,0.07180845238974068,0.0,0.0,4.021346322644426e-05,0.0,0.0
HKG,,,,,,,,,,,,,,,,
VAT,,,,,,,,,,,,,,,,
CYN,,,,,,,,,,,,,,,,
CNM,,,,,,,,,,,,,,,,
KAS,,,,,,,,,,,,,,,,
KAB,,,,,,,,,,,,,,,,
WSB,,,,,,,,,,,,,,,,
ATA,,,,,,,,,,,,,,,,
AUS,0.19389470993494565,0.0,0.0012171597676793452,0.0037791674083776923,0.0018776908253852606,0.0,0.0021789198337437868,0.07226364880441821,0.007572633684594981,0.0018126931307134826,0.03567643990052261,0.001970575924326102,0.0,0.022985819268937537,0.006002989195692229,0.6487675523206631
GRL,,,,,,,,,,,,,,,,
FJI,,,,,,,,,,,,,,,,
NZL,0.4494730697501022,0.0,0.0,0.1182237160042531,0.0,0.0,0.07981524043821973,0.01478701045228901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337700963355136
NCL,,,,,,,,,,,,,,,,
MDG,0.0,0.19305768709435425,0.022713688001932044,0.07710127732921353,0.0,0.0011146634341572678,0.01366827788875604,0.0,0.650097416695455,0.0,0.0012390821231714271,3.099303531902786e-05,0.0,0.038623240346957376,0.0,0.002353674050684038
PHL,0.0,0.02892388823001088,0.003781630075500192,0.3567630537765683,0.0,0.0022006812063874444,0.0008030303836874584,0.0,0.5551264700781315,0.0,0.0,0.00012361007893416578,0.0,0.052277636170780024,0.0,0.0
LKA,0.0,0.03155948765182383,0.011208358906788266,0.030195737979423702,0.007063063186790205,0.0,0.005083470965857803,0.0,0.8926313224360846,0.0,0.0001987545167399986,0.001132250724206743,0.0,0.02092755363228489,0.0,0.0
CUW,,,,,,,,,,,,,,,,
ABW,,,,,,,,,,,,,,,,
BHS,,,,,,,,,,,,,,,,
TCA,,,,,,,,,,,,,,,,
TWN,0.0,0.0,0.06529999160709536,0.09031666805613581,0.0,0.0,0.004378904141177982,3.459729470245303e-05,0.746475550080355,0.0,0.011854155578432198,0.00037758107152988194,0.0,0.081229540333426,0.0,3.3011837145229365e-05
JPN,0.02520060934827593,0.0,0.004710636205296947,3.404869684778501e-05,0.00013022604719031703,0.0,0.0414769016019956,0.00018775878977262352,0.7566245938104863,0.0,0.0,0.05345570068543745,0.029669904965993435,0.007848901587488669,0.0,0.08066071826121493
SPM,,,,,,,,,,,,,,,,
ISL,,,,,,,,,,,,,,,,
PCN,,,,,,,,,,,,,,,,
PYF,,,,,,,,,,,,,,,,
ATF,,,,,,,,,,,,,,,,
SYC,,,,,,,,,,,,,,,,
KIR,,,,,,,,,,,,,,,,
MHL,,,,,,,,,,,,,,,,
TTO,0.0,0.0033631186384408024,0.0,0.04305533027263992,0.0,0.0,0.0,0.0,0.07293821604609964,0.0,0.0,0.0,0.0,0.8806433350428197,0.0,0.0
GRD,,,,,,,,,,,,,,,,
VCT,,,,,,,,,,,,,,,,
BRB,,,,,,,,,,,,,,,,
LCA,,,,,,,,,,,,,,,,
DMA,,,,,,,,,,,,,,,,
UMI,,,,,,,,,,,,,,,,
MSR,,,,,,,,,,,,,,,,
ATG,,,,,,,,,,,,,,,,
KNA,,,,,,,,,,,,,,,,
VIR,,,,,,,,,,,,,,,,
BLM,,,,,,,,,,,,,,,,
PRI,0.0,0.042727642423300904,0.0,0.07789464535088272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8793777122258164,0.0,0.0
AIA,,,,,,,,,,,,,,,,
VGB,,,,,,,,,,,,,,,,
JAM,0.0,0.01810895816386348,0.06383762592689386,0.037893151991082064,0.0,0.0,0.01088267885472094,0.0,0.00038436053292090113,0.0,0.0,0.0,0.0,0.8688932245305188,0.0,0.0
CYM,,,,,,,,,,,,,,,,
BMU,,,,,,,,,,,,,,,,
HMD,,,,,,,,,,,,,,,,
SHN,,,,,,,,,,,,,,,,
MUS,,,,,,,,,,,,,,,,
COM,,,,,,,,,,,,,,,,
STP,,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,,,,,,
MLT,,,,,,,,,,,,,,,,
JEY,,,,,,,,,,,,,,,,
GGY,,,,,,,,,,,,,,,,
IMN,,,,,,,,,,,,,,,,
ALD,,,,,,,,,,,,,,,,
FRO,,,,,,,,,,,,,,,,
IOA,,,,,,,,,,,,,,,,
IOT,,,,,,,,,,,,,,,,
SGP,,,,,,,,,,,,,,,,
NFK,,,,,,,,,,,,,,,,
COK,,,,,,,,,,,,,,,,
TON,,,,,,,,,,,,,,,,
WLF,,,,,,,,,,,,,,,,
WSM,,,,,,,,,,,,,,,,
SLB,,,,,,,,,,,,,,,,
TUV,,,,,,,,,,,,,,,,
MDV,,,,,,,,,,,,,,,,
NRU,,,,,,,,,,,,,,,,
FSM,,,,,,,,,,,,,,,,
SGS,,,,,,,,,,,,,,,,
FLK,,,,,,,,,,,,,,,,
VUT,,,,,,,,,,,,,,,,
NIU,,,,,,,,,,,,,,,,
ASM,,,,,,,,,,,,,,,,
PLW,,,,,,,,,,,,,,,,
GUM,,,,,,,,,,,,,,,,
MNP,,,,,,,,,,,,,,,,
BHR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSI,,,,,,,,,,,,,,,,
PGA,,,,,,,,,,,,,,,,
CLP,,,,,,,,,,,,,,,,
MAC,,,,,,,,,,,,,,,,
ATC,,,,,,,,,,,,,,,,
BJN,,,,,,,,,,,,,,,,
SER,,,,,,,,,,,,,,,,
SCR,,,,,,,,,,,,,,,,
